"","log2FC","P.Value","adj.P.Val","Expression"
"ENSG00000253023",11.3512233657993,2.68146855578049e-20,4.99547660576884e-19,9.00010760639319
"ENSG00000257281",7.27640229859548,3.09126570752758e-20,5.5532380388799e-19,8.55683021964433
"ENSG00000258675",-5.36604277027995,3.5389330789108e-20,6.13821840928322e-19,7.56481021148508
"ENSG00000173950",9.07709251827918,3.75928305698454e-20,6.30306459221074e-19,8.03451417417737
"ENSG00000253139",5.57295953322533,4.0379948340467e-20,6.3671426757744e-19,10.7207816110101
"ENSG00000215068",5.43084590545306,4.05066730864375e-20,6.3671426757744e-19,7.7272089598907
"ENSG00000172148",4.86160264348894,4.58906453752907e-20,6.99484685568825e-19,8.15077008909312
"ENSG00000252126",8.15007346219181,5.48177366613882e-20,8.10980045314066e-19,9.5051034313521
"ENSG00000266321",-4.95438124797486,6.292095027572e-20,9.04263942533919e-19,7.1077271379439
"ENSG00000182965",-6.48275817723721,6.86974151867884e-20,9.59855551082072e-19,8.79038415322279
"ENSG00000237094",10.4231328187688,7.32934460143054e-20,9.88697584729164e-19,6.96265334467573
"ENSG00000227940",-11.9285879465554,7.46928592837142e-20,9.88697584729164e-19,7.20979686617233
"ENSG00000140443",9.24524398183028,8.39800201230774e-20,1.05882733029539e-18,8.45042975442543
"ENSG00000273319",12.146906361228,8.42009805403886e-20,1.05882733029539e-18,7.57058648893466
"ENSG00000252214",4.77929504522794,9.29774842406986e-20,1.13765525507903e-18,8.07111292977527
"ENSG00000260370",6.16972614391015,9.49930829290642e-20,1.13765525507903e-18,7.55052146533609
"ENSG00000186232",9.42784918003822,1.06646750802407e-19,1.24751896868862e-18,7.87258529836912
"ENSG00000247092",9.68743097804256,1.45915957641054e-19,1.66808469757841e-18,4.07509264772241
"ENSG00000258811",-3.49846473951152,1.65549237832808e-19,1.85047259177561e-18,10.8231528434556
"ENSG00000185404",-4.12610505843179,1.90199902283202e-19,2.07979458366197e-18,9.78534453771662
"ENSG00000280798",4.73316399151922,2.14093385702061e-19,2.26967962158835e-18,8.32559281392125
"ENSG00000272078",-5.55190959999782,2.16589705439842e-19,2.26967962158835e-18,8.5675944793539
"ENSG00000173068",-13.0859319253878,3.10178951576385e-19,3.15921147453513e-18,5.30620425757451
"ENSG00000228882",10.0450737577088,3.14036925898124e-19,3.15921147453513e-18,9.02392938022211
"ENSG00000270828",-4.61470852395489,4.2265399775693e-19,4.15594514854916e-18,9.01002798412256
"ENSG00000169484",-8.40612844494109,4.29640452732716e-19,4.15594514854916e-18,6.6885412166682
"ENSG00000264482",-10.2375569850418,5.41539997757516e-19,5.13952111079303e-18,7.96829145157059
"ENSG00000115170",-6.94231189108583,6.70018265371065e-19,6.24109606447492e-18,9.35858964460233
"ENSG00000280352",-4.42015312578687,7.07034220435303e-19,6.46614932507195e-18,10.1007854943662
"ENSG00000167414",-7.32918963607953,7.48489162840875e-19,6.72303658766e-18,8.8554626632979
"ENSG00000138942",6.29880712511931,9.38792465315488e-19,8.28443175532791e-18,6.65773543513249
"ENSG00000178726",-8.85115081526688,1.10441391603463e-18,9.57793447871415e-18,6.45599216580698
"ENSG00000169575",-9.25917709246951,1.12909246123856e-18,9.62599166106775e-18,6.10317871551946
"ENSG00000235613",-6.10517586810039,1.23881638216392e-18,1.03854106704742e-17,7.05553189122832
"ENSG00000235797",6.76920194623729,1.33033897697236e-18,1.09698443510999e-17,7.24956521333539
"ENSG00000180909",2.72444472784085,1.37815788732881e-18,1.11808615697805e-17,9.39299293936139
"ENSG00000173402",-7.96459978176168,1.48839924953829e-18,1.1883568611393e-17,7.85497808176114
"ENSG00000101084",12.084464156158,1.53321584498245e-18,1.2050118281659e-17,6.76799008522874
"ENSG00000223774",-8.48223095025487,1.66169486594957e-18,1.28589618088098e-17,9.01448859506718
"ENSG00000283398",-9.20169312203317,2.33655645943261e-18,1.78073924105243e-17,6.36862165084137
"ENSG00000276653",5.02204189655402,2.62118730074027e-18,1.96784658548112e-17,9.03279994743764
"ENSG00000226864",-8.08559754076884,2.82018435504249e-18,2.08610695674467e-17,9.71785220439417
"ENSG00000238840",-9.39727164254684,2.91379386842693e-18,2.12411350118659e-17,7.77510740974143
"ENSG00000184454",-4.74637846266435,2.96037326436382e-18,2.12723964567857e-17,9.41848465565706
"ENSG00000109705",4.31879369993666,3.0644116848424e-18,2.170984616163e-17,9.38378951561861
"ENSG00000251087",2.7484326162341,3.75249143174016e-18,2.62153220856292e-17,8.2834648546677
"ENSG00000231276",-12.8418417426654,3.81396963265244e-18,2.62798181537559e-17,6.48840854660857
"ENSG00000271321",-4.07332155432143,7.94069832860674e-18,5.36742394614066e-17,8.71052681566001
"ENSG00000233977",-14.6234411129272,8.0031172159155e-18,5.36742394614066e-17,7.7174154797761
"ENSG00000231217",-6.5839192421677,9.73473197055398e-18,6.40398328387949e-17,7.3567870610677
"ENSG00000135632",-6.11786466804517,9.80331437094872e-18,6.40398328387949e-17,8.03782283654732
"ENSG00000174255",11.0013215051501,1.04096522187291e-17,6.71289111028301e-17,8.63219076350301
"ENSG00000230716",8.22622848463174,1.07918398064445e-17,6.87126002866023e-17,9.64515291930773
"ENSG00000198788",-3.85100756578049,1.24991607091891e-17,7.85884729590266e-17,7.59683296955542
"ENSG00000244003",-6.71850630760362,1.3857653998337e-17,8.60543205081915e-17,7.78311796336347
"ENSG00000213397",-5.56503710870797,1.48905297889114e-17,9.1340688827103e-17,8.0539217993533
"ENSG00000198700",6.05980631462851,1.5776527115816e-17,9.5609555894644e-17,9.63281162368289
"ENSG00000106258",-3.87355267626948,1.60543835109293e-17,9.61351774523502e-17,9.74661032393577
"ENSG00000140987",16.766973111788,1.73303305809904e-17,1.02554779791037e-16,10.0550568640033
"ENSG00000215374",-5.37638254703509,2.00243703054638e-17,1.17119282135445e-16,8.20068523189866
"ENSG00000205336",-3.37427512845533,2.75936327804855e-17,1.59535601018209e-16,10.1589723132241
"ENSG00000271723",-5.14379478654817,3.14271399588066e-17,1.79634674991815e-16,9.23052225463651
"ENSG00000205745",-5.5572263602397,3.5472955066081e-17,2.00481982002682e-16,7.86079023160504
"ENSG00000143297",-7.51617176692123,3.95030717967083e-17,2.20778279041603e-16,9.31278132915508
"ENSG00000204525",-3.73539316999051,4.41426004016024e-17,2.43997011011055e-16,9.93125605498594
"ENSG00000054267",-4.40147382057322,5.07719768623572e-17,2.77590264801801e-16,9.45181660305119
"ENSG00000272264",2.99474714325661,6.10843883576666e-17,3.30381154235552e-16,6.87947176287067
"ENSG00000100129",-5.53785816285216,6.94634402411726e-17,3.71703302567126e-16,7.09317020304067
"ENSG00000198099",9.40843499475306,7.35021087343721e-17,3.89174323088307e-16,5.7567409957781
"ENSG00000244618",3.15211307127969,1.01470348167839e-16,5.31662345087737e-16,7.32409482906367
"ENSG00000230432",3.79493128243636,1.24845902490312e-16,6.47396793326053e-16,7.11659374861201
"ENSG00000212316",8.42122218108371,1.67212366949318e-16,8.5824306709701e-16,8.78376573220147
"ENSG00000138767",-14.5962310368534,1.7183805635467e-16,8.73076185317164e-16,5.16737584640011
"ENSG00000101294",4.65775297626265,1.91883252620371e-16,9.65172760680466e-16,7.67298127053423
"ENSG00000235612",8.53522875180987,2.04168693064649e-16,1.01680052090612e-15,7.28242133636162
"ENSG00000249662",8.74828865647357,2.23829764587073e-16,1.10378795673821e-15,8.95584504122556
"ENSG00000213965",-10.8961650131382,2.42512744989624e-16,1.1843098129105e-15,6.45061326142035
"ENSG00000254902",7.4119584721532,2.47916323244532e-16,1.19905683261538e-15,5.20402707851302
"ENSG00000254497",-2.3712108503405,2.75756360279625e-16,1.32100427829192e-15,9.41024337977256
"ENSG00000259838",-13.3746266333175,2.81359832057157e-16,1.33513203325236e-15,7.26396316071555
"ENSG00000279366",7.4638382120378,2.94653535164778e-16,1.38514699241013e-15,9.64106908093198
"ENSG00000104969",10.239546855336,2.98103380694815e-16,1.38838889342122e-15,10.2041397731387
"ENSG00000158710",7.04238081069269,3.1434858319887e-16,1.45061777384433e-15,8.15227421834156
"ENSG00000279697",-5.22692202168373,3.72387577472454e-16,1.70282683153313e-15,9.23444513374119
"ENSG00000266771",6.4894882867358,3.77497982044057e-16,1.71064400872217e-15,5.86900798024341
"ENSG00000228657",6.51448816819938,4.06498935978398e-16,1.82561575711727e-15,6.00285481331461
"ENSG00000226194",5.76069857201948,4.80777249249454e-16,2.14009695904846e-15,6.11317618343793
"ENSG00000199245",5.39949648768173,5.34051900816218e-16,2.35638689570665e-15,8.11831676138659
"ENSG00000274272",-8.68228584780774,5.72055797162964e-16,2.50212231280844e-15,7.07713158171163
"ENSG00000215807",3.5379106903493,6.97344918257903e-16,3.02383184382522e-15,9.64736111542045
"ENSG00000232287",-5.09346114140455,7.17930479825696e-16,3.08648744745577e-15,11.0236657361912
"ENSG00000239211",-3.89328683922487,7.61023410699952e-16,3.244023521882e-15,8.20063162242389
"ENSG00000249425",-3.12922545789649,7.739334019328e-16,3.27133194262352e-15,10.3927806589562
"ENSG00000132744",-6.02245820272066,9.34919426941201e-16,3.91887059792853e-15,9.88302060339312
"ENSG00000198964",6.64681887065561,9.69426675388308e-16,4.02704880590737e-15,8.32030743423313
"ENSG00000207056",-6.97968805230004,9.76739471810536e-16,4.02704880590737e-15,6.31802001018272
"ENSG00000235215",10.3675620656324,1.00526113141493e-15,4.11094592765619e-15,4.9426211234304
"ENSG00000228902",5.99757061290087,1.1162725939582e-15,4.52810576420139e-15,4.86307460018048
"ENSG00000249031",8.41700143056582,1.13888300414931e-15,4.58286520869681e-15,7.55863073232482
"ENSG00000225463",-4.77703538228523,1.15541802232019e-15,4.61250210497665e-15,9.12209689006379
"ENSG00000230051",4.97936944720936,1.21877307619367e-15,4.82710911279854e-15,8.43988404025574
"ENSG00000119686",8.08804973775662,1.42039564881072e-15,5.58171102618587e-15,6.16590952426541
"ENSG00000176566",-6.89488406527817,1.64699238896289e-15,6.42199357866925e-15,9.18460320093383
"ENSG00000278492",-4.23061721821749,1.68086060485521e-15,6.5036375710936e-15,7.34885248763817
"ENSG00000227586",-4.10062203861156,1.86206246358798e-15,7.14975129148666e-15,6.94915435808936
"ENSG00000254193",7.77664884493275,2.27750525352712e-15,8.6786753221526e-15,6.31333272807906
"ENSG00000134200",4.32724680666187,3.06707114032219e-15,1.15995246885869e-14,8.39659238753828
"ENSG00000020256",6.18538248224368,3.66907697485258e-15,1.37727292414243e-14,6.69843299070168
"ENSG00000237439",9.08846036588692,4.97795618486047e-15,1.8547496007295e-14,4.35375880403709
"ENSG00000105507",3.16206747328732,6.20648311441695e-15,2.29548603422921e-14,9.69240618521717
"ENSG00000234467",-3.90506847488175,6.68291747251199e-15,2.45365510122155e-14,7.96304254923983
"ENSG00000166002",-1.65841308135131,6.9392077943939e-15,2.52929095694212e-14,10.3608436227934
"ENSG00000207978",3.58399161831034,7.31646516223717e-15,2.64761293280957e-14,7.78323998978974
"ENSG00000250650",-5.78730171576599,8.6386984813541e-15,3.10376095437222e-14,8.61642710015754
"ENSG00000120318",-3.24803938835915,8.75963403689251e-15,3.10514313752933e-14,11.6051797296076
"ENSG00000257826",-6.28934207933501,8.76601044789593e-15,3.10514313752933e-14,8.2247654468871
"ENSG00000248229",-7.63582599860515,1.01104593039609e-14,3.55633638454011e-14,9.85555703238592
"ENSG00000175946",3.3052938024955,1.08452457674339e-14,3.78830459793004e-14,10.8161747501167
"ENSG00000148468",9.95900864547705,1.13259632109579e-14,3.92893758283575e-14,8.87958129011709
"ENSG00000232240",-7.23970472415625,1.1681733042724e-14,4.0245970688289e-14,7.23963272444757
"ENSG00000230870",-3.22852247856184,1.24220039091207e-14,4.25052242604607e-14,9.42864391116071
"ENSG00000162723",-5.93742049197508,1.2575808085087e-14,4.27407531540458e-14,5.91078080851557
"ENSG00000283599",5.53175844037593,1.31144769557967e-14,4.42723618037969e-14,7.27766548771051
"ENSG00000186166",-2.23058058916775,1.37452610586664e-14,4.60924420833945e-14,9.67322806799055
"ENSG00000204540",-5.79807742550875,1.8985219538985e-14,6.32421551530427e-14,7.0736814810658
"ENSG00000122852",-4.37042591009077,2.1003504255474e-14,6.95050173717331e-14,9.81585208153629
"ENSG00000264971",-5.78406317459736,2.35076770472489e-14,7.72834088546811e-14,10.14651593362
"ENSG00000230629",-9.1264595324661,2.95053596086022e-14,9.63714018384866e-14,8.34055213828398
"ENSG00000255356",-8.21470843732012,3.56044049352725e-14,1.15542036660917e-13,6.09719440071449
"ENSG00000235354",-2.99844749049461,4.32767008058052e-14,1.39539618623846e-13,6.49855015624681
"ENSG00000126262",-5.72157398441116,4.73161053538378e-14,1.51592363012614e-13,7.8040222953407
"ENSG00000280327",-4.04654182597691,6.37766992306599e-14,2.03035947550772e-13,10.9216685472709
"ENSG00000157110",-11.4126658514608,6.79127637722237e-14,2.14843523128481e-13,9.22589124599805
"ENSG00000255151",3.83189046278943,6.93880000377021e-14,2.18138525118526e-13,7.63064209463545
"ENSG00000232702",3.08696075118725,7.82819629806039e-14,2.44570356392818e-13,8.32157866589075
"ENSG00000262352",-4.89976374362544,7.90739776946755e-14,2.45519819632233e-13,7.14626482572322
"ENSG00000185177",6.91648433151169,8.20109763367173e-14,2.521626338242e-13,9.48995064994473
"ENSG00000171101",3.41302524460201,8.22160476086854e-14,2.521626338242e-13,8.37096409077897
"ENSG00000132964",-3.90662318340329,9.14076593676598e-14,2.78654864617775e-13,9.40076241244253
"ENSG00000119535",-5.98087095288334,1.02403516776291e-13,3.10294993605268e-13,7.78818166635905
"ENSG00000214702",3.57485844467594,1.05369576667509e-13,3.17370641100342e-13,6.59448792075835
"ENSG00000018610",-4.11005608130522,1.16864114739369e-13,3.49896724487514e-13,11.258310797949
"ENSG00000212450",2.87465871744594,1.29596541652914e-13,3.85722251191811e-13,8.05135071854485
"ENSG00000170011",2.70520137821429,1.4118890304223e-13,4.17753048413185e-13,8.59852952807219
"ENSG00000270722",3.09530129819611,1.42952837594974e-13,4.20498697720889e-13,8.55974067324011
"ENSG00000229935",-6.78946330741237,1.84244383741744e-13,5.38807703616845e-13,7.02075895681293
"ENSG00000180626",2.64659279998916,1.9466387138288e-13,5.65988019107449e-13,11.4139270017786
"ENSG00000242407",-3.30052458180242,1.99781509359612e-13,5.77529305792441e-13,8.48628354026292
"ENSG00000235508",-3.14296252981115,2.06075305871841e-13,5.9231930773449e-13,8.56695474631866
"ENSG00000221065",8.3404717439647,2.07676420747273e-13,5.935297706584e-13,8.09643871830417
"ENSG00000261564",5.86868669536741,2.12472176847866e-13,6.03805112737157e-13,7.37476271356676
"ENSG00000197172",2.30452945144731,2.15231799786542e-13,6.07381047817129e-13,9.92213481508856
"ENSG00000202229",8.0111379951285,2.16145541867328e-13,6.07381047817129e-13,7.57554482175837
"ENSG00000115687",3.44048186003508,2.59423994788842e-13,7.24945940993263e-13,9.50546963969986
"ENSG00000235598",4.47764800025822,3.33391185148191e-13,9.26495945467073e-13,7.84774322940257
"ENSG00000260922",5.23874868531969,3.46382640526792e-13,9.57310264752618e-13,4.52346963711395
"ENSG00000228681",6.90465761411093,3.62777171254758e-13,9.97141623722095e-13,5.23103762108185
"ENSG00000177138",3.09076823314589,4.05463077692743e-13,1.10783812517869e-12,9.48709701163971
"ENSG00000242602",5.07082894095068,4.07455374071684e-13,1.10783812517869e-12,7.60899929337634
"ENSG00000203808",6.19340040514338,4.41274696360698e-13,1.19333963585716e-12,10.7447918089659
"ENSG00000129116",-3.30164266910414,5.54630996061302e-13,1.49186840117024e-12,9.56322955806079
"ENSG00000233656",-8.80001338446843,5.75048353802585e-13,1.53856022320585e-12,6.71722226963369
"ENSG00000121067",7.73669870956929,6.69548144566424e-13,1.78191913606831e-12,8.56739625305592
"ENSG00000237818",6.69868900864549,6.83307036226544e-13,1.80896546958922e-12,6.90848334323158
"ENSG00000199603",-3.14238303752483,6.88439614339144e-13,1.81301113095596e-12,6.23599809652253
"ENSG00000122872",-3.31160574257111,7.02450800870919e-13,1.84027475436496e-12,7.11657612450954
"ENSG00000227254",7.4709249325256,7.30572785094602e-13,1.90403166270769e-12,9.70239939282848
"ENSG00000230818",-2.4779970344529,7.70126250231268e-13,1.99677063848623e-12,8.84309478884362
"ENSG00000207711",-3.16027050502712,9.21649516475457e-13,2.377383111729e-12,9.19610776289591
"ENSG00000115392",-2.01722861936339,1.04531773568958e-12,2.6826266380197e-12,7.79966570048982
"ENSG00000267190",-2.24740640132064,1.09958060731564e-12,2.80755860649627e-12,8.94202847158073
"ENSG00000250277",-3.47311641416998,1.20842546359723e-12,3.06988893024953e-12,9.44024969801302
"ENSG00000158863",-3.25430541806745,1.25107060746691e-12,3.16225384701436e-12,6.97180168287755
"ENSG00000214141",8.81780558362627,1.2644249976385e-12,3.18002886906082e-12,6.64900399114699
"ENSG00000249082",-2.74577532837263,1.47159632133199e-12,3.68265149069647e-12,9.32072709764066
"ENSG00000103044",4.55263527730717,1.69749334995653e-12,4.22692651004027e-12,7.41814007896215
"ENSG00000277282",-7.07719525157399,1.87067969585229e-12,4.63523097051083e-12,7.47875833019151
"ENSG00000234286",-8.85081129496923,2.01371189697087e-12,4.96518178517818e-12,5.01288586945162
"ENSG00000251106",3.84947149415316,2.07748348946777e-12,5.09743509854775e-12,7.26469445141681
"ENSG00000143942",-6.03818677212683,2.21492726169113e-12,5.40829326519728e-12,7.81623313263298
"ENSG00000240868",-7.96893259488975,2.96954259342248e-12,7.21584504585269e-12,6.0659042694417
"ENSG00000163554",7.10024237806171,3.58315175688814e-12,8.66502564285931e-12,6.39134596387106
"ENSG00000270170",9.41944913684123,3.84209250866619e-12,9.24675852564159e-12,7.410244338131
"ENSG00000260291",6.25209990375923,4.31564249807617e-12,1.03369913168205e-11,5.91865577925062
"ENSG00000283611",-8.47269093495617,4.65705049258406e-12,1.1101878662416e-11,7.41435655813611
"ENSG00000223452",8.00474148308298,4.68988003966764e-12,1.11274040563812e-11,4.86771656850565
"ENSG00000254872",-7.92279423821477,5.11938011616026e-12,1.20894281616367e-11,6.74625584258265
"ENSG00000228856",-7.35042712863971,5.34306390494439e-12,1.25586969354534e-11,7.96027815576917
"ENSG00000237527",5.91141411073928,5.55379866744991e-12,1.29933057196619e-11,9.46704707355915
"ENSG00000176720",-7.34170930434213,6.80724113916385e-12,1.58520476527751e-11,7.18197750820651
"ENSG00000172809",9.1726359907978,6.89040690659932e-12,1.59717726913339e-11,8.60446781218722
"ENSG00000149084",3.87844508433634,7.41540317129313e-12,1.71098522713782e-11,7.37084443287711
"ENSG00000227388",-3.47348770546467,9.11631924141517e-12,2.09383953353052e-11,7.98999095434185
"ENSG00000263426",9.50464950999994,9.85055435612119e-12,2.25219492778589e-11,7.25553476546065
"ENSG00000104967",-7.55064584818039,1.11512737939875e-11,2.53805009881253e-11,9.00719687514939
"ENSG00000270535",-6.14723764946059,1.25353394751506e-11,2.84021430450484e-11,7.82708459356723
"ENSG00000258050",2.11062773972369,1.87296664842734e-11,4.22467365093701e-11,9.4882397316246
"ENSG00000224410",-10.1690297105854,2.10777309736516e-11,4.72091410779899e-11,7.9437602459671
"ENSG00000212123",-3.39866605558601,2.111740903091e-11,4.72091410779899e-11,7.35607613813861
"ENSG00000132000",1.69937292559477,2.27578714028478e-11,5.06513686532409e-11,9.58193269539646
"ENSG00000234707",3.62609686865437,2.33409532866758e-11,5.17202621286253e-11,9.63786096720565
"ENSG00000248490",-3.13248501831838,2.40410745114965e-11,5.30379845582576e-11,6.77159914294322
"ENSG00000231767",1.97223707043508,2.49135695670765e-11,5.47228187434039e-11,10.5927001868547
"ENSG00000115607",-3.5171834283892,2.57611115842125e-11,5.63384309863429e-11,6.14825234907473
"ENSG00000257905",-6.0298567996914,2.77401596943631e-11,6.04038975162971e-11,4.58901270328936
"ENSG00000244025",2.3050845148759,2.81221734837590e-11,6.097178130315e-11,9.5965822490137
"ENSG00000119514",-2.61522331576716,2.90107347115795e-11,6.26283242915215e-11,9.07812806195023
"ENSG00000226928",-6.10722148352136,3.01456322960167e-11,6.48002266875914e-11,6.10641767539235
"ENSG00000232887",-5.22780926989518,3.04617979012441e-11,6.52012099758543e-11,7.99290661355279
"ENSG00000279778",-6.82975189488989,3.49196888854502e-11,7.44262860567011e-11,6.7656674068938
"ENSG00000231480",-5.68222374277252,4.04447467758987e-11,8.58384288112955e-11,5.33808805632299
"ENSG00000117877",5.51377198253975,4.49514423255414e-11,9.50024180241484e-11,5.5824870360492
"ENSG00000278818",3.15025546355023,5.55435461918736e-11,1.16897086755282e-10,7.80571228250035
"ENSG00000123454",3.84198323284113,5.98021819275529e-11,1.25332011206164e-10,8.44140162150772
"ENSG00000160284",5.3488439777988,6.00497310152796e-11,1.25332011206164e-10,7.10836785745138
"ENSG00000251789",2.19045458371357,6.08053187777175e-11,1.26384608864429e-10,10.3447831607733
"ENSG00000076944",2.95921469241973,7.43470621984486e-11,1.53116270888583e-10,8.44812627785093
"ENSG00000168488",-5.24989254646406,7.46582339633266e-11,1.53116270888583e-10,6.92226627754591
"ENSG00000281398",-4.12706264222712,7.4982336623079e-11,1.53116270888583e-10,8.14741185358623
"ENSG00000264491",-4.24785650345621,7.50406624521709e-11,1.53116270888583e-10,8.11921013059905
"ENSG00000251118",-2.51155863375482,7.51883079711332e-11,1.53116270888583e-10,9.16731996540494
"ENSG00000207264",3.98073366922764,9.00237988591269e-11,1.8258859204089e-10,8.43755061908321
"ENSG00000162711",-1.84708329389172,9.16499695000228e-11,1.84523700834458e-10,6.8623324359967
"ENSG00000280709",-5.31042945797565,9.17115809316393e-11,1.84523700834458e-10,5.53201845140825
"ENSG00000075624",-2.72129317673924,9.65270856453472e-11,1.93438741353027e-10,7.73853389818125
"ENSG00000238176",5.04463712107253,1.07689498368423e-10,2.14337461898375e-10,5.11965967385447
"ENSG00000251191",1.79840238682199,1.07807908270952e-10,2.14337461898375e-10,8.34775754774862
"ENSG00000171302",-7.04464677333364,1.3039876414822e-10,2.58230623490372e-10,4.40515418337818
"ENSG00000257985",-2.33144467743466,1.43929627166828e-10,2.83908244960448e-10,10.1636957067575
"ENSG00000081148",-1.904079849607,1.77051476378579e-10,3.47878486790724e-10,8.69083911660749
"ENSG00000147912",3.09903472104659,2.04711416854325e-10,4.00660866450293e-10,8.84509253891044
"ENSG00000254919",2.05843266463771,2.42520508480211e-10,4.72820991339326e-10,8.44303156864497
"ENSG00000155087",4.51254317320914,2.54651801285521e-10,4.94555428751417e-10,5.55442806454849
"ENSG00000166192",4.83911800359632,2.64224132773574e-10,5.11172072250414e-10,5.15788855793963
"ENSG00000232864",2.77504897843848,2.88584971684034e-10,5.56161841981108e-10,6.70636737753736
"ENSG00000279526",-3.40051772193661,3.18274446245514e-10,6.11038345272875e-10,7.46008860105781
"ENSG00000114650",5.98925180608174,3.61039743390717e-10,6.90505668918368e-10,7.9855902089673
"ENSG00000280655",-2.51699349078192,4.29170797715327e-10,8.17700421404582e-10,9.10252052654402
"ENSG00000249519",1.8585480492503,6.07377008384556e-10,1.15287032157521e-09,8.42780616455855
"ENSG00000163848",3.2962267543179,6.5474261102473e-10,1.23810350881744e-09,10.902397256908
"ENSG00000228210",6.0254558288084,6.70282793382364e-10,1.26274249090385e-09,6.66028719692227
"ENSG00000232393",-3.02092930512483,7.53841958448402e-10,1.41486009365502e-09,10.3518391600022
"ENSG00000254115",-2.08786113085637,8.6534030440899e-10,1.61808986289116e-09,9.10539328212494
"ENSG00000274762",3.56726207108266,1.09178123791244e-09,2.03394800988873e-09,7.70876609763478
"ENSG00000040341",-5.12600733745681,1.1331813110392e-09,2.09965257396688e-09,5.32163427266838
"ENSG00000267890",-5.23999548952178,1.13539860858647e-09,2.09965257396688e-09,6.14420368628346
"ENSG00000268947",-4.58709439352736,1.33899040999929e-09,2.46707756860675e-09,7.6571792917603
"ENSG00000213619",-2.75286810324128,1.35856668630543e-09,2.49401110661179e-09,7.30430829796412
"ENSG00000156671",6.84288922354105,1.38814497951685e-09,2.53411573327982e-09,6.49525266875531
"ENSG00000240309",8.7670383513435,1.39048895106408e-09,2.53411573327982e-09,5.19099661334251
"ENSG00000151364",-5.97333123909885,1.67763601359621e-09,3.04639319436423e-09,6.59628361042389
"ENSG00000246130",3.8071004612665,1.86409753110642e-09,3.37280956167816e-09,9.55500332428355
"ENSG00000149131",2.01398160217564,2.13373003145738e-09,3.84683227893571e-09,7.41139501886273
"ENSG00000278724",-1.6349004092805,2.17227559479181e-09,3.90233794350101e-09,8.43065407787131
"ENSG00000104313",3.85135966112206,3.06446438541947e-09,5.48550030557293e-09,8.97964262565169
"ENSG00000008282",4.09661209314624,3.32356731398739e-09,5.92694500320371e-09,7.88385202425434
"ENSG00000141655",2.9368642085056,3.33464301373092e-09,5.92694500320371e-09,8.42726083831554
"ENSG00000222783",-4.06825815905882,3.37406267125836e-09,5.97589268888365e-09,6.25836159550454
"ENSG00000279928",-5.791707705412,3.61516271401992e-09,6.38044507070884e-09,4.31128043870513
"ENSG00000180745",-3.26510077819019,4.05467537796836e-09,7.13112487803526e-09,6.19340709877452
"ENSG00000261153",-2.80395523384701,6.4354605162173e-09,1.12788733089105e-08,8.71840241042715
"ENSG00000213540",4.66358309959332,6.95076613457549e-09,1.21397061308732e-08,9.34516087311068
