"","log2FC","P.Value","adj.P.Val","Expression"
"ENSG00000278446",7.84914907286683,5.9806724354061e-11,1.3736430296846e-10,4.75480418847262
"ENSG00000254944",2.66800823533876,6.79220423256809e-11,1.55294487680989e-10,6.91514992232069
"ENSG00000254539",-3.03441712095727,7.11761357463589e-11,1.61998173214563e-10,10.0931659242039
"ENSG00000235797",4.03124368790309,7.99935722927493e-11,1.8124669758222e-10,7.24956521333539
"ENSG00000140443",5.09976997748619,8.12422779219482e-11,1.83250519258924e-10,8.45042975442543
"ENSG00000270535",2.57428596627258,8.20816440507875e-11,1.84317263203331e-10,7.82708459356723
"ENSG00000261153",-4.08832951620978,9.66323857505249e-11,2.16027066811173e-10,8.71840241042715
"ENSG00000226683",4.25792109496916,9.99573759593172e-11,2.22471504900604e-10,5.56770418358623
"ENSG00000148468",7.19588321601877,1.03447370308351e-10,2.29224789714098e-10,8.87958129011709
"ENSG00000206781",-6.13797514752027,1.07557059017604e-10,2.37285967920416e-10,7.25669705163945
"ENSG00000280352",-1.87463550462879,1.12309142773518e-10,2.4668776775144e-10,10.1007854943662
"ENSG00000254646",3.54675816301752,1.1761559504266e-10,2.57220192636774e-10,5.33790033040593
"ENSG00000258700",-1.61540116272813,1.22624272843652e-10,2.67013027014533e-10,9.88306097867596
"ENSG00000246130",4.18844822612493,1.7669422985778e-10,3.830913690451e-10,9.55500332428355
"ENSG00000126262",2.04580375614505,2.45777150018344e-10,5.28582191445195e-10,7.8040222953407
"ENSG00000197172",-2.46080636264815,2.45901059240906e-10,5.28582191445195e-10,9.92213481508856
"ENSG00000231480",-4.89396072918806,3.03582894283898e-10,6.49796577977876e-10,5.33808805632299
"ENSG00000198964",4.26275190964581,3.10078601443993e-10,6.60887866636985e-10,8.32030743423313
"ENSG00000157110",2.60664236040132,3.16228709161326e-10,6.7115207049851e-10,9.22589124599805
"ENSG00000263426",8.44945367442923,3.5069545975633e-10,7.41175698560647e-10,7.25553476546065
"ENSG00000143942",-3.75175605609659,3.68252206402186e-10,7.75024518076567e-10,7.81623313263298
"ENSG00000175866",-3.28375910272205,3.76055049210613e-10,7.8814870730391e-10,7.4103149391897
"ENSG00000207978",-4.35432680285229,4.16855310674308e-10,8.70034113150111e-10,7.78323998978974
"ENSG00000228495",2.43786002978083,4.30535421007574e-10,8.94873209780206e-10,7.99280014448973
"ENSG00000172148",2.51515005263203,5.62393830301146e-10,1.16413208494435e-09,8.15077008909312
"ENSG00000274762",3.66236862037988,5.77772342142159e-10,1.19106347580945e-09,7.70876609763478
"ENSG00000040341",-5.54033643428173,6.58652489593243e-10,1.35225388679756e-09,5.32163427266838
"ENSG00000171101",-4.90001359177503,7.0003083397858e-10,1.43136385972043e-09,8.37096409077897
"ENSG00000152591",-2.37509328868656,7.85444651742302e-10,1.59950874423635e-09,10.0315304665916
"ENSG00000249328",-3.55821417120043,7.94544072633874e-10,1.61151479247919e-09,5.42137027059751
"ENSG00000020256",4.11949730691237,8.61383208527187e-10,1.74006326863122e-09,6.69843299070168
"ENSG00000242182",3.72831690589778,8.91959228273596e-10,1.79462196728648e-09,8.15534056773899
"ENSG00000266228",-3.20857136950494,1.12663280814152e-09,2.2577541932079e-09,5.11175744494433
"ENSG00000228358",-5.538795364804,1.15911803956452e-09,2.31363640436887e-09,3.40275166549435
"ENSG00000222658",2.41463049269909,1.18329789234984e-09,2.35256458439513e-09,10.9308247761739
"ENSG00000236101",4.37870046528467,1.50341100865692e-09,2.97722731241902e-09,6.24460832956966
"ENSG00000158246",-6.74914794646195,1.75329795145917e-09,3.45846615523122e-09,5.95516585662216
"ENSG00000119969",-1.49436985967877,2.06938859384334e-09,4.06602524493438e-09,10.866908569597
"ENSG00000067066",8.11887668775976,2.07924469119004e-09,4.06949447341864e-09,5.3793444183995
"ENSG00000102290",-2.47952747109135,2.28469432010524e-09,4.45426838377108e-09,11.727783157794
"ENSG00000149131",-3.33772010044969,2.58473988377804e-09,5.01978440749171e-09,7.41139501886273
"ENSG00000201388",-2.39950672823218,2.74285013996321e-09,5.30636007846729e-09,6.35570585202304
"ENSG00000279419",-3.81305598198311,3.59277450221372e-09,6.92400603300192e-09,5.83517908029531
"ENSG00000267598",-4.6178222314275,3.61506555326372e-09,6.94037394386126e-09,5.9033581063535
"ENSG00000199603",-1.94070419380076,4.14308133056936e-09,7.92383995922581e-09,6.23599809652253
"ENSG00000253810",3.45661563677044,4.1590554941417e-09,7.92426103618665e-09,7.17225570430707
"ENSG00000199245",3.08909169816337,4.31207634005681e-09,8.18480905301349e-09,8.11831676138659
"ENSG00000227854",-2.89850859874283,4.57287509472342e-09,8.64720365656346e-09,6.13032970160898
"ENSG00000206871",2.775251851789,4.62781238554125e-09,8.71831322070131e-09,9.94094155580921
"ENSG00000231103",-5.75527795289174,6.00646141042129e-09,1.12733212292609e-08,4.81069093298903
"ENSG00000104969",5.523792606465,6.69204774149427e-09,1.25133829515674e-08,10.2041397731387
"ENSG00000151229",3.79385498372847,6.95014096788724e-09,1.29478552105455e-08,7.72071720910886
"ENSG00000251106",2.8894942235724,8.21237541349817e-09,1.52428960626922e-08,7.26469445141681
"ENSG00000159860",-6.96615761815416,9.55249711119027e-09,1.76650957607673e-08,5.49978309381039
"ENSG00000186166",-1.29401484080366,9.70064786623647e-09,1.7873354859769e-08,9.67322806799055
"ENSG00000282907",3.28033968217612,1.1437766827613e-08,2.09970683003261e-08,6.76008600612866
"ENSG00000242136",3.30157933022289,1.25909836667538e-08,2.30300537613715e-08,9.5908003279168
"ENSG00000101294",-4.33759452969659,1.6969469337371e-08,3.09262430315131e-08,7.67298127053423
"ENSG00000133124",-2.67093365591337,1.86599866764658e-08,3.3884380138131e-08,7.01522167269123
"ENSG00000087269",-2.28538564209125,1.90219838148802e-08,3.44174743125351e-08,10.8062793951669
"ENSG00000214681",-2.79887071426409,1.96529567753248e-08,3.54316747598149e-08,7.77256126965305
"ENSG00000280655",1.48470392781272,2.18522101940994e-08,3.92559347415429e-08,9.10252052654402
"ENSG00000166002",-0.869152808299987,3.0047786060415e-08,5.37866063643728e-08,10.3608436227934
"ENSG00000267890",-3.78431078970898,5.22202594740515e-08,9.31446472179004e-08,6.14420368628346
"ENSG00000261687",5.0224103176593,5.58522247922595e-08,9.92709154434859e-08,6.05816301874528
"ENSG00000170340",7.08829624982899,5.98121186923395e-08,1.05934844021996e-07,5.00649147077639
"ENSG00000270722",1.97067665152498,6.29217691032533e-08,1.11051403013812e-07,8.55974067324011
"ENSG00000279778",-3.56413753087733,6.80799752352484e-08,1.19735061340315e-07,6.7656674068938
