"","log2FC","P.Value","adj.P.Val","Expression"
"ENSG00000163848",-5.60746135952304,2.08910940227928e-21,4.37842512227698e-20,10.902397256908
"ENSG00000211820",-7.1774064132578,2.49389304650891e-21,5.01771280957593e-20,9.77984414382013
"ENSG00000247796",-7.86901799940808,2.78175558199787e-21,5.3816271451728e-20,8.49586094571258
"ENSG00000227827",9.1474805250407,3.03998363676713e-21,5.66337692331062e-20,6.7830613868649
"ENSG00000227254",-5.7139159529293,3.25851454319566e-21,5.84688581339666e-20,9.70239939282848
"ENSG00000180626",5.82462036277672,3.37096796398615e-21,5.84688581339666e-20,11.4139270017786
"ENSG00000262352",-7.51264870232685,3.97003608412187e-21,6.656427167711e-20,7.14626482572322
"ENSG00000283611",-14.7122317020065,4.90661584700952e-21,7.96137990659931e-20,7.41435655813611
"ENSG00000169248",-6.18068938586834,5.51130670368291e-21,8.66308522485158e-20,7.73401461617236
"ENSG00000272264",7.07514986430427,6.4460594379618e-21,9.82535726452965e-20,6.87947176287067
"ENSG00000237094",7.76952595875637,1.1233204781144e-20,1.66185353085747e-19,6.96265334467573
"ENSG00000213213",5.74066305685777,1.73064012140633e-20,2.48717708876396e-19,7.81738703456943
"ENSG00000254268",-6.69648995495107,1.7965581324531e-20,2.51019094617752e-19,8.1702568877149
"ENSG00000244618",8.94465844072877,2.01588131636368e-20,2.74050892467819e-19,7.32409482906367
"ENSG00000197172",4.76533581409546,2.38888371605494e-20,3.16212765572536e-19,9.92213481508856
"ENSG00000280798",6.53360859359212,3.21290748395501e-20,4.14382683187018e-19,8.32559281392125
"ENSG00000171488",-5.27885411909732,3.32724344860164e-20,4.18400863661656e-19,7.18043375518963
"ENSG00000115661",-8.07970865956515,5.47416210726467e-20,6.71586229257104e-19,5.51959912577777
"ENSG00000124256",9.07767358139673,5.65919367393289e-20,6.77755813806725e-19,9.86967185963009
"ENSG00000172738",-6.28336585151901,5.97454359321619e-20,6.98882657532034e-19,7.07900357000455
"ENSG00000252214",7.0320529590137,6.64490903643846e-20,7.59633919392851e-19,8.07111292977527
"ENSG00000252091",-9.44914192525581,6.97854969782534e-20,7.80046777334699e-19,8.71552037084578
"ENSG00000259460",7.76368358489791,8.12427552943719e-20,8.88371867675414e-19,9.82630560298943
"ENSG00000013441",-6.14194442983118,8.70194129600674e-20,9.3129286635987e-19,5.50589713413784
"ENSG00000182247",4.47154325399997,1.11576148073022e-19,1.16922505168188e-18,7.95629367760586
"ENSG00000186232",5.86330547868357,1.14608492925388e-19,1.17649126411163e-18,7.87258529836912
"ENSG00000124564",2.9916798506109,1.49239559950932e-19,1.50134997310638e-18,8.38207938350766
"ENSG00000251367",-7.26682120394917,3.21055702827847e-19,3.16649055926288e-18,7.95483298622651
"ENSG00000126010",-8.39601214453305,6.19591943560521e-19,5.99336053097966e-18,8.18036925355966
"ENSG00000252743",-7.43184429104139,6.48584054386646e-19,6.15542979917892e-18,5.90897080036124
"ENSG00000126262",-7.7673777405562,7.72464095999366e-19,7.19536000532743e-18,7.8040222953407
"ENSG00000251789",5.43214533724142,8.29621574226479e-19,7.49105524539477e-18,10.3447831607733
"ENSG00000167283",4.91666243118961,8.33994222151307e-19,7.49105524539477e-18,8.5023252565816
"ENSG00000232287",-6.15554938009574,8.71718697063142e-19,7.69253516882036e-18,11.0236657361912
"ENSG00000135632",-6.57454541775559,9.88604202047713e-19,8.57358471775862e-18,8.03782283654732
"ENSG00000253159",3.73758683400435,1.00727101619446e-18,8.58741222281037e-18,9.72122612951496
"ENSG00000257966",2.45491938266715,1.15673618621031e-18,9.69730502772975e-18,10.2785356965238
"ENSG00000094914",8.36093844779743,1.28781780059804e-18,1.06192189131281e-17,7.76510354468483
"ENSG00000212123",-5.48002042884578,1.36602696196976e-18,1.1082444546303e-17,7.35607613813861
"ENSG00000161265",-3.86917293488871,1.77266805208582e-18,1.41532068285582e-17,12.8890587684448
"ENSG00000140443",4.14547400434409,2.55340355367442e-18,2.00681560546599e-17,8.45042975442543
"ENSG00000258700",-3.87359788282071,2.59920293819598e-18,2.01138319678858e-17,9.88306097867596
"ENSG00000101084",9.54474534479428,2.74977789088572e-18,2.09566405926593e-17,6.76799008522874
"ENSG00000228882",4.34506429267579,2.88377568311113e-18,2.16498383373865e-17,9.02392938022211
"ENSG00000215807",5.54598597236521,3.04219171658691e-18,2.25032710800473e-17,9.64736111542045
"ENSG00000243664",5.51025442965666,3.17650545412498e-18,2.31562643974618e-17,8.1296583117589
"ENSG00000173950",4.09353906485357,4.92369509420201e-18,3.53802661769088e-17,8.03451417417737
"ENSG00000207978",7.93831842116263,5.33450648432525e-18,3.77923487551493e-17,7.78323998978974
"ENSG00000254872",-11.8155531281401,5.96950470876976e-18,4.17036231737665e-17,6.74625584258265
"ENSG00000143297",-7.9227526333905,7.45200372139804e-18,5.13473681077153e-17,9.31278132915508
"ENSG00000141338",3.04640796183341,7.97349509195147e-18,5.4198216638535e-17,11.0603134992287
"ENSG00000101294",8.99534750595924,1.11452155065674e-17,7.4747245330712e-17,7.67298127053423
"ENSG00000276653",4.29272463907921,1.18358666114026e-17,7.83347487570462e-17,9.03279994743764
"ENSG00000105507",4.13994331270755,1.23652066445386e-17,8.07753109376999e-17,9.69240618521717
"ENSG00000132744",-6.80813540168431,2.04790706110542e-17,1.32002648208827e-16,9.88302060339312
"ENSG00000184454",-4.51573431312625,2.07320262594381e-17,1.32002648208827e-16,9.41848465565706
"ENSG00000283045",-9.35372778766431,2.53247865775616e-17,1.59229595606418e-16,8.863978237163
"ENSG00000230432",4.53664252460947,3.15835795674041e-17,1.96130129906225e-16,7.11659374861201
"ENSG00000237818",-4.07831997438401,3.40767062392229e-17,2.09031502906453e-16,6.90848334323158
"ENSG00000176566",-7.62967345137945,4.33816404413976e-17,2.62903194482205e-16,9.18460320093383
"ENSG00000157110",-14.0193082118621,6.06250815286661e-17,3.63028762010941e-16,9.22589124599805
"ENSG00000254902",8.42503375729467,8.79591025850445e-17,5.20510924709146e-16,5.20402707851302
"ENSG00000233805",-9.77030856549591,1.30032314257137e-16,7.59496913803915e-16,6.70901652598305
"ENSG00000271614",-3.51030347989822,1.3231019377811e-16,7.59496913803915e-16,10.0693940462529
"ENSG00000162711",6.30839624667878,1.33173675906107e-16,7.59496913803915e-16,6.8623324359967
"ENSG00000119535",-7.45558528879108,1.34384145782402e-16,7.59496913803915e-16,7.78818166635905
"ENSG00000254090",-4.25721632756919,1.44857524008098e-16,8.09592606400812e-16,7.75189265643034
"ENSG00000081148",-3.09326537349288,1.51102018773941e-16,8.26534268350286e-16,8.69083911660749
"ENSG00000198355",10.0830070040927,1.51175253853333e-16,8.26534268350286e-16,7.75426309395678
"ENSG00000211698",-5.26845836000638,1.54729118668933e-16,8.36868243983584e-16,9.49281448642823
"ENSG00000138942",11.9265650757533,1.65808501395943e-16,8.87251874491059e-16,6.65773543513249
"ENSG00000174255",4.20547772415772,1.89078732519624e-16,1.00112213113022e-15,8.63219076350301
"ENSG00000171101",8.31303883637704,2.09529702433023e-16,1.09784833670636e-15,8.37096409077897
"ENSG00000223774",-7.26680498961123,2.21111110738049e-16,1.14658648145607e-15,9.01448859506718
"ENSG00000212316",7.74752578413707,2.63425440882969e-16,1.35207139555238e-15,8.78376573220147
"ENSG00000115687",10.8363643535298,2.8821249218534e-16,1.46435235928511e-15,9.50546963969986
"ENSG00000124209",-3.6264086882845,3.32861472061776e-16,1.67429320447073e-15,8.14535482757003
"ENSG00000255151",6.6527142604395,3.82003507869999e-16,1.90245311345158e-15,7.63064209463545
"ENSG00000270535",-8.72152361573317,4.34552538031179e-16,2.14294045715376e-15,7.82708459356723
"ENSG00000185551",-8.51533862750545,5.25092734215308e-16,2.5642878185466e-15,5.56900872877451
"ENSG00000231217",-5.88348005940032,6.56028141084192e-16,3.17290533620527e-15,7.3567870610677
"ENSG00000196670",-6.23895635049414,7.37605429901903e-16,3.53348124991102e-15,8.00564988631546
"ENSG00000104969",4.71575424887098,7.84827637800942e-16,3.66596071334115e-15,10.2041397731387
"ENSG00000280655",-4.00169741859464,7.91732881798424e-16,3.66596071334115e-15,9.10252052654402
"ENSG00000149131",5.35170170262533,7.93662608671248e-16,3.66596071334115e-15,7.41139501886273
"ENSG00000227388",-4.55288400817958,7.944129577618e-16,3.66596071334115e-15,7.98999095434185
"ENSG00000253139",3.34818905294426,8.13337887220965e-16,3.71917233883768e-15,10.7207816110101
"ENSG00000234467",-4.15186452608843,1.0562526286647e-15,4.7718704932581e-15,7.96304254923983
"ENSG00000188060",-5.18888986628016,1.06252384740538e-15,4.7718704932581e-15,5.23231963928389
"ENSG00000200361",-8.44796787104047,1.30220610693755e-15,5.79654576804944e-15,7.30586752714209
"ENSG00000235215",8.84388024341734,1.37295677968422e-15,6.05787070334352e-15,4.9426211234304
"ENSG00000230051",5.20714408203899,1.4450594148519e-15,6.32056422322178e-15,8.43988404025574
"ENSG00000134200",4.7866840100627,1.49692560587032e-15,6.49097913579974e-15,8.39659238753828
"ENSG00000254497",3.82378280978296,1.58010598214074e-15,6.79310520527174e-15,9.41024337977256
"ENSG00000119686",8.180530796501,1.84741488058339e-15,7.81631955184249e-15,6.16590952426541
"ENSG00000230256",12.3265912496926,1.8491889198196e-15,7.81631955184249e-15,7.40519133425716
"ENSG00000100365",4.06672340764998,1.88226980389703e-15,7.88984759466839e-15,11.2260012514901
"ENSG00000214100",6.70183471570767,1.99398826111391e-15,8.28905863917602e-15,7.96294382105899
"ENSG00000232393",-4.51193214068704,2.07608561317081e-15,8.5595988805321e-15,10.3518391600022
"ENSG00000168802",-3.20424490388971,2.2808185338952e-15,9.32724977682348e-15,9.00993391866169
"ENSG00000225463",-4.65800598955061,2.68352581802751e-15,1.08855926328052e-14,9.12209689006379
"ENSG00000232702",3.63828236015457,2.73486110531768e-15,1.10050810877983e-14,8.32157866589075
"ENSG00000233977",-12.0771573879258,2.80262527968225e-15,1.11882580609537e-14,7.7174154797761
"ENSG00000168803",9.17147767726473,3.35750104876848e-15,1.32978191144137e-14,5.41159110411701
"ENSG00000223500",-6.25713625393769,4.13723365144916e-15,1.62580353646791e-14,9.44367140828421
"ENSG00000253023",2.85798646290307,5.21633655169406e-15,2.03396688798613e-14,9.00010760639319
"ENSG00000235836",-6.5474884030402,6.11430352696864e-15,2.36576513389633e-14,5.06270786933679
"ENSG00000055813",-7.29739096237486,6.24852622089475e-15,2.39924327412981e-14,6.59108280160491
"ENSG00000229935",-7.59971324268044,6.74115579149881e-15,2.5687889114575e-14,7.02075895681293
"ENSG00000238443",-6.91378023726791,8.27211810935213e-15,3.12847775113092e-14,5.92916228140537
"ENSG00000282995",-4.12221833892956,9.2970190015743e-15,3.48985116253125e-14,7.7113337933251
"ENSG00000198788",9.65953676392129,9.90984514767316e-15,3.69233489576267e-14,7.59683296955542
"ENSG00000232864",5.35157365651646,1.21043387851962e-14,4.47682530070126e-14,6.70636737753736
"ENSG00000172148",2.34645259085691,1.23979190783684e-14,4.55193671271483e-14,8.15077008909312
"ENSG00000280327",-4.24352174697025,1.61092116787505e-14,5.87169092348661e-14,10.9216685472709
"ENSG00000205336",4.11207179051906,1.71378482418826e-14,6.19016380371888e-14,10.1589723132241
"ENSG00000115170",-5.0288061999739,1.72290841455396e-14,6.19016380371888e-14,9.35858964460233
"ENSG00000222094",-8.57175027487007,2.16151656779215e-14,7.71094208226563e-14,5.4392872804622
"ENSG00000235522",-3.14944434856053,2.22425074570699e-14,7.87886003584942e-14,9.58030437307915
"ENSG00000120318",-3.12612497749586,2.55537617925753e-14,8.92776457001253e-14,11.6051797296076
"ENSG00000250277",-3.92223533313539,2.55586102998371e-14,8.92776457001253e-14,9.44024969801302
"ENSG00000248809",-6.26208599513949,3.00043605212616e-14,1.03878133946023e-13,6.94335957870104
"ENSG00000228495",-4.51155853111698,3.01515060757839e-14,1.03878133946023e-13,7.99280014448973
"ENSG00000115392",4.13143882438748,3.78299615265674e-14,1.29445378556894e-13,7.79966570048982
"ENSG00000257985",-3.13145644143393,4.08089300574074e-14,1.38695214992405e-13,10.1636957067575
"ENSG00000254944",-4.68493237455195,5.70134678581819e-14,1.92468284111849e-13,6.91514992232069
"ENSG00000018610",-4.17206525682837,7.34558080229662e-14,2.46321809570347e-13,11.258310797949
"ENSG00000266771",4.46613146662922,1.24669153848629e-13,4.15288638316956e-13,5.86900798024341
"ENSG00000235797",2.7379582583342,1.26964931038849e-13,4.20153686266719e-13,7.24956521333539
"ENSG00000140987",3.33872541503802,1.30536898477685e-13,4.29150718524678e-13,10.0550568640033
"ENSG00000205485",2.63186096812973,1.63710470961912e-13,5.3471666814183e-13,8.93673380154887
"ENSG00000242602",-2.63119161264362,1.68730157643483e-13,5.47556576094658e-13,7.60899929337634
"ENSG00000234286",-9.48789582884113,2.07453705862225e-13,6.68905218260891e-13,5.01288586945162
"ENSG00000241794",-3.69571010041094,2.21151953829008e-13,7.08531418955358e-13,7.63126295468287
"ENSG00000263370",-3.90712609895406,2.54143679233059e-13,8.09077662368536e-13,10.4082870108535
"ENSG00000261564",6.06307565764775,2.69995073854209e-13,8.54135359425578e-13,7.37476271356676
"ENSG00000149084",5.0590094704723,2.87970590186255e-13,9.05307542898038e-13,7.37084443287711
"ENSG00000204658",-6.81987069145417,2.91073991514373e-13,9.0938023435857e-13,6.549712209035
"ENSG00000104967",-8.45796602862116,3.19679183102915e-13,9.92584130251644e-13,9.00719687514939
"ENSG00000179381",-6.78850661098353,3.75492766702543e-13,1.15872921258515e-12,5.06422069374944
"ENSG00000119969",1.99972143955664,4.01940048123848e-13,1.23277953784327e-12,10.866908569597
"ENSG00000237911",5.96386477915873,4.13773124854877e-13,1.26138110183032e-12,5.59213905449701
"ENSG00000224410",-11.706440115352,4.50896950799586e-13,1.36627208585658e-12,7.9437602459671
"ENSG00000198483",-8.80652686412009,5.71390792310166e-13,1.72101538043122e-12,7.17668884562793
"ENSG00000273333",3.95277424100756,5.91715155394605e-13,1.77162335216361e-12,8.140071533156
"ENSG00000260922",5.11720699262809,5.96008302352556e-13,1.77391820167654e-12,4.52346963711395
"ENSG00000272078",-3.45720357206287,6.61248567050546e-13,1.95651781897897e-12,8.5675944793539
"ENSG00000103044",8.67217861546903,7.73966958365344e-13,2.27663964946063e-12,7.41814007896215
"ENSG00000175866",4.10284028695639,9.23577865155516e-13,2.69782298394739e-12,7.4103149391897
"ENSG00000211859",-6.50748981029155,9.27879475592243e-13,2.69782298394739e-12,8.23969351484458
"ENSG00000163554",8.51706100356364,9.67767712371384e-13,2.79762735242992e-12,6.39134596387106
"ENSG00000228681",5.70786029772385,9.76254004556684e-13,2.8060329388115e-12,5.23103762108185
"ENSG00000199797",9.96427193964843,1.03758536309422e-12,2.96537180475223e-12,8.97780917890021
"ENSG00000241246",-5.07759723139765,1.13073717691823e-12,3.21333785305011e-12,7.07087692777954
"ENSG00000228657",3.76742431075479,1.18773104671475e-12,3.35634110391865e-12,6.00285481331461
"ENSG00000235354",5.82705531867816,1.20849162065842e-12,3.39592896754852e-12,6.49855015624681
"ENSG00000105610",8.67512242690335,1.23814612288032e-12,3.45993055449334e-12,7.29785445928599
"ENSG00000244025",-2.11541097495927,1.30860219014913e-12,3.63661271627077e-12,9.5965822490137
"ENSG00000257826",-5.28846791014608,1.43573262335325e-12,3.96798631619058e-12,8.2247654468871
"ENSG00000266729",-2.95390702321565,1.60021239375166e-12,4.39839800031194e-12,9.04238485906171
"ENSG00000258050",2.34842998535255,1.72173453720816e-12,4.70669821856361e-12,9.4882397316246
"ENSG00000278818",4.16108623301561,1.91442784370523e-12,5.20517408315531e-12,7.80571228250035
"ENSG00000238176",6.95869654986409,2.63545665785751e-12,7.12706827366841e-12,5.11965967385447
"ENSG00000266858",7.01017546541705,3.13596495822658e-12,8.4352426416469e-12,5.49465827433016
"ENSG00000254919",2.80541944476514,3.25387349377656e-12,8.70584237962559e-12,8.44303156864497
"ENSG00000267190",3.85064813395189,3.27344795959487e-12,8.7118747284456e-12,8.94202847158073
"ENSG00000281398",-4.55973681035043,3.45295780809386e-12,9.1412514603748e-12,8.14741185358623
"ENSG00000260769",5.6083460054471,3.67308135180786e-12,9.67308858617463e-12,7.02754742784718
"ENSG00000234424",-5.08348706168509,3.78034817487693e-12,9.90372464564113e-12,6.15045663878237
"ENSG00000152591",2.81928568160957,5.27513365997043e-12,1.37481462744307e-11,10.0315304665916
"ENSG00000147912",4.16102862584819,5.77291908868978e-12,1.49679293897472e-11,8.84509253891044
"ENSG00000244740",-3.63882135484857,7.98238791734856e-12,2.0590467294494e-11,9.76239727306538
"ENSG00000232887",-5.4838326869689,8.5152053072573e-12,2.18527972936246e-11,7.99290661355279
"ENSG00000202329",3.75877970347932,9.16617631259057e-12,2.34039933260561e-11,8.88482658612686
"ENSG00000237439",5.27145771000002,9.99818898061364e-12,2.5399439683074e-11,4.35375880403709
"ENSG00000214141",6.59850144945077,1.07814959809201e-11,2.7251720996999e-11,6.64900399114699
"ENSG00000232240",-5.867261624161,1.21037409633128e-11,3.04409085227316e-11,7.23963272444757
"ENSG00000087269",3.0614633181737,1.25571924530146e-11,3.14242179296833e-11,10.8062793951669
"ENSG00000266973",-11.3810406449498,1.35229919681329e-11,3.36735889107469e-11,7.03853385473725
"ENSG00000177138",2.63295627421502,1.35961127518557e-11,3.36888902176523e-11,9.48709701163971
"ENSG00000252606",-4.42851130606707,1.40473109973773e-11,3.46362619200038e-11,8.32615695973088
"ENSG00000240868",-7.54255155653167,1.69863439101861e-11,4.1678687740603e-11,6.0659042694417
"ENSG00000206781",6.48519182026643,2.06187280959452e-11,5.03457292828177e-11,7.25669705163945
"ENSG00000253886",-2.91853437747648,2.26164129331118e-11,5.49567908471268e-11,9.2020900983686
"ENSG00000151364",-7.06574775577589,2.31062109904786e-11,5.58770390779362e-11,6.59628361042389
"ENSG00000202229",3.58292256582343,2.34612591844252e-11,5.64641788027076e-11,7.57554482175837
"ENSG00000137872",3.87649862687175,2.44614204246499e-11,5.85909260647567e-11,8.19272317478985
"ENSG00000168488",-5.46285062944495,2.55776941004112e-11,6.09570065849585e-11,6.92226627754591
"ENSG00000254529",-6.77017325824712,2.56916210656286e-11,6.09570065849585e-11,8.36545415582984
"ENSG00000233656",-7.7762433445946,2.68859382738153e-11,6.3491206346146e-11,6.71722226963369
"ENSG00000092470",-4.20459050943512,3.12790317295966e-11,7.3520340934519e-11,9.65001408116177
"ENSG00000257905",-6.0058424826522,3.2977254164161e-11,7.71514364863861e-11,4.58901270328936
"ENSG00000238840",-5.50910699291744,3.44501514524612e-11,8.02241952804999e-11,7.77510740974143
"ENSG00000213540",-2.97148902790575,3.53984489257348e-11,8.20526258508967e-11,9.34516087311068
"ENSG00000254539",3.10383044725354,3.98047464435597e-11,9.16545582393253e-11,10.0931659242039
"ENSG00000199245",2.31040478951836,3.99052649193086e-11,9.16545582393253e-11,8.11831676138659
"ENSG00000259838",-9.31273758181852,4.21048037734107e-11,9.62668922637526e-11,7.26396316071555
"ENSG00000122872",7.09204532271433,4.82656642086563e-11,1.09853525325584e-10,7.11657612450954
"ENSG00000237527",6.11640787094761,5.52998876884647e-11,1.25296592375215e-10,9.46704707355915
"ENSG00000249425",2.80475788942634,6.41052545152381e-11,1.44596157045582e-10,10.3927806589562
"ENSG00000160284",5.75823292743915,6.92185241179175e-11,1.55432667996931e-10,7.10836785745138
"ENSG00000230818",3.66784955464117,7.26064562905004e-11,1.6231576672943e-10,8.84309478884362
"ENSG00000273319",2.15861691094876,7.35171890432908e-11,1.6362454021582e-10,7.57058648893466
"ENSG00000228902",3.28970454904301,7.45315997442222e-11,1.65151518375964e-10,4.86307460018048
"ENSG00000275315",-3.4613351036036,7.49973197083903e-11,1.65454613216317e-10,8.3008520573084
"ENSG00000214107",-2.69054191268398,7.85463464490788e-11,1.72527564471121e-10,8.39753711318982
"ENSG00000204525",-2.40224302901913,9.36900654592529e-11,2.04896099678279e-10,9.93125605498594
"ENSG00000271624",3.53084832674899,9.51178917786914e-11,2.07118179933687e-10,6.58276905035722
"ENSG00000275524",-3.32735299335795,9.64272791796337e-11,2.09064316497223e-10,9.56901499680263
"ENSG00000280352",-2.54551762115807,1.34127272864502e-10,2.88944039421613e-10,10.1007854943662
"ENSG00000144847",2.56548074588439,1.34419294681227e-10,2.88944039421613e-10,10.2366522072126
"ENSG00000228210",7.0662247933748,1.81921395846973e-10,3.89389200472457e-10,6.66028719692227
"ENSG00000198964",2.38406696100981,2.11370455535049e-10,4.50505674297159e-10,8.32030743423313
"ENSG00000251118",-2.4010455652366,2.5991988552575e-10,5.51644314006128e-10,9.16731996540494
"ENSG00000259031",1.8942881497925,2.67072289620718e-10,5.64442696131182e-10,10.5665596555251
"ENSG00000265444",2.56560340284122,3.16225498910037e-10,6.64426911112971e-10,8.91193089569506
"ENSG00000235088",-2.78012908465368,3.17022780650324e-10,6.64426911112971e-10,8.68961161323596
"ENSG00000203999",-2.87030284932389,3.24687448092903e-10,6.77667163447013e-10,7.55329206759462
"ENSG00000267598",5.05330179686987,3.74782297373216e-10,7.78989651151768e-10,5.9033581063535
"ENSG00000271321",4.6232249064395,3.9181649056895e-10,8.11044011342312e-10,8.71052681566001
"ENSG00000207711",-2.51774883065209,4.39511789100956e-10,9.02917037441799e-10,9.19610776289591
"ENSG00000229704",3.4401192572473,4.39790604718173e-10,9.02917037441799e-10,8.13955821412226
"ENSG00000242182",-4.0159247188802,4.65457959429715e-10,9.51729079646937e-10,8.15534056773899
"ENSG00000282907",-4.18656696109277,5.03651968952574e-10,1.02565562908156e-09,6.76008600612866
"ENSG00000223452",5.1864468638398,5.16146400439899e-10,1.04686144927931e-09,4.86771656850565
"ENSG00000148468",2.76312542945828,5.211766505121e-10,1.0528186956128e-09,8.87958129011709
"ENSG00000239300",-4.80118845612048,5.86009416744045e-10,1.17905094648902e-09,4.51805137041276
"ENSG00000258476",-6.52645964716721,6.20920030958883e-10,1.24431384690167e-09,6.23888890495864
"ENSG00000260291",4.01048694594584,8.06888089482545e-10,1.61057424210206e-09,5.91865577925062
"ENSG00000224855",-3.86806838863478,1.10348483714875e-09,2.193884873857e-09,5.36681037954601
"ENSG00000254646",-3.06011665770651,1.41388106717338e-09,2.79992982987484e-09,5.33790033040593
"ENSG00000123454",-2.07689746480636,1.75472696755481e-09,3.46128495952969e-09,8.44140162150772
"ENSG00000109705",1.57548055403859,1.78616000782056e-09,3.50952532786618e-09,9.38378951561861
"ENSG00000008282",-2.30737081791574,1.80854300694207e-09,3.53967755833408e-09,7.88385202425434
"ENSG00000258811",-1.69717231229229,1.95725482280882e-09,3.81588827857688e-09,10.8231528434556
"ENSG00000102195",-5.76729709912411,2.28348883330563e-09,4.43472927858198e-09,8.97956195899845
"ENSG00000278446",-5.76994552787406,2.73961295421212e-09,5.30009736911036e-09,4.75480418847262
"ENSG00000180909",-1.16049890250739,3.3377950598032e-09,6.43260887004219e-09,9.39299293936139
"ENSG00000114650",4.65161805516211,3.61560163294966e-09,6.94140313501405e-09,7.9855902089673
"ENSG00000235508",3.92368563002947,3.98813259546576e-09,7.62749313885656e-09,8.56695474631866
"ENSG00000256928",6.41924690464421,4.10156352274369e-09,7.81472140886392e-09,6.54315539283899
"ENSG00000240309",7.65939806411192,4.71136023854037e-09,8.94269509428607e-09,5.19099661334251
"ENSG00000173402",-4.24927696091613,4.8775864386469e-09,9.22340593473455e-09,7.85497808176114
"ENSG00000238386",3.79647170692028,5.29276893667077e-09,9.97102162975805e-09,7.70678926724584
"ENSG00000224896",-2.76399826161807,7.23613446253009e-09,1.35812523681068e-08,8.86829284720251
"ENSG00000265408",-2.2355603944029,7.69624192903297e-09,1.43911140903479e-08,8.71601605555401
"ENSG00000184349",2.63960540263187,7.88033152907871e-09,1.46807657745429e-08,9.60327846534573
"ENSG00000228856",-5.69325071668816,8.18853230136062e-09,1.51986411349978e-08,7.96027815576917
"ENSG00000230482",3.43258038248152,9.54385821134986e-09,1.76491201481948e-08,6.74273819641679
"ENSG00000189068",3.31856971560206,1.01816326497365e-08,1.87595649187453e-08,6.48989954339659
"ENSG00000141655",2.77265643053116,1.08627378426674e-08,1.99414493973055e-08,8.42726083831554
"ENSG00000238019",3.32241464591882,1.09528677105886e-08,2.0033790757913e-08,8.70296867553996
"ENSG00000132964",-2.62714555803235,1.21292404680887e-08,2.21051012878573e-08,9.40076241244253
"ENSG00000158863",3.93851253064101,1.37457665153393e-08,2.49607240332696e-08,6.97180168287755
"ENSG00000135447",1.14723454506198,1.74624458351601e-08,3.15957203420343e-08,9.77176081365657
"ENSG00000239211",3.59666427773251,2.16180508162684e-08,3.8974478711767e-08,8.20063162242389
"ENSG00000158710",-1.49532518938939,2.32546768845226e-08,4.1775365974696e-08,8.15227421834156
"ENSG00000144644",2.40126983351772,2.33801271466732e-08,4.18512596255395e-08,11.0578222772722
"ENSG00000137831",-1.37254268136204,2.5664207834977e-08,4.57769380886291e-08,10.8982998913173
"ENSG00000020256",2.06588517533131,2.61669282432636e-08,4.65087099164721e-08,6.69843299070168
"ENSG00000234707",2.24567207604636,3.17932158304611e-08,5.6309815361697e-08,9.63786096720565
"ENSG00000235908",4.08074876598902,3.23994792377312e-08,5.71822387950132e-08,7.48494446817139
"ENSG00000268947",-4.05529999602371,3.41845107133982e-08,6.01217094015359e-08,7.6571792917603
"ENSG00000249166",6.02924052197803,3.70879371410128e-08,6.50008096931339e-08,4.89807535080286
"ENSG00000122852",-2.52711639001368,4.30154350959544e-08,7.51276522682815e-08,9.81585208153629
